,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
666,"Several days, more than half the days nearly every day.",0,0,0,0,0.974200785,9.79E-05,0.022704087,0.000133501,0.000336987,0.000139674,7.75E-05,3.14E-05,0.000580301,6.28E-06,1.19E-06,1.01E-05,7.92E-05,0.000222926,2.62E-06,9.95E-05,0.000471956,2.37E-05,0.000500466,1.28E-05,6.68E-05,0.000118787,1.56E-06,1.02E-05,7.80E-06,8.88E-06,1.79E-05,1.94E-06,9.83E-06,4.29E-06,2.09E-07,6.96E-06,4.77E-06,1.37E-06,1.70E-06,8.62E-07,3.61E-07,4.40E-07,1.91E-06,4.36E-07,2.06E-07
667,So feeling bad about yourself or that you are a failure or have let yourself or your family down.,0,0,0,0,0.042902369,0.000195522,0.592227697,0.000898469,0.000374225,0.005337205,0.087539382,0.000999601,0.000938225,0.001390103,9.82E-05,0.001156439,0.001558061,0.04993014,0.000951869,0.001195344,0.022605939,0.001310197,0.000982309,0.010894366,0.000850505,0.000354732,0.166363806,0.001764641,0.002075119,0.000638592,0.000317804,0.000254261,0.000244365,0.000136185,0.000159299,0.000631242,0.000333708,0.000624453,0.000574622,8.06E-05,7.63E-05,1.67E-05,0.000799811,8.84E-06,0.000208651
668,"
Okay, so you don't do you want to answer not at all You don't feel that way at all.",0,0,0,1,0.180600092,0.000672893,0.727172017,0.001271557,0.005401995,0.003067061,0.010975818,0.000544999,0.002953652,0.000513277,8.34E-05,0.000172289,0.001040422,0.007222538,0.000135981,0.012745499,0.020050637,0.001282983,0.000344269,0.018663844,0.001657879,0.000511912,0.000181624,0.001268107,0.000392967,0.000154131,0.000124208,2.55E-05,0.000114877,2.01E-05,2.17E-05,0.000152454,5.20E-05,0.000214206,7.77E-05,1.29E-05,1.17E-05,6.31E-06,7.44E-05,2.50E-06,7.62E-06
669,You don't feel bad about yourself.,0,0,0,1,0.338904858,0.005166449,0.467185348,0.003118973,0.007872674,0.039692853,0.007699418,0.00072553,0.004501029,0.000371717,0.00021639,0.001303983,0.003755431,0.040525798,0.002367718,0.00585995,0.022394396,0.005920849,0.003389935,0.019078681,0.00346214,0.003257795,0.005327246,0.001185947,0.001766962,0.000992707,0.000320218,0.000372837,0.0007498,9.45E-05,4.27E-05,0.000622175,0.000204938,0.000235768,0.000674115,0.000115092,0.000278841,5.30E-05,0.000106861,3.26E-05,5.18E-05
670,No.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
671,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
672,Not at all.,0,0,0,0,0.253046334,0.003078578,0.165955007,0.011555497,0.014934825,0.009298913,0.009036199,0.003759817,0.003231627,0.001307952,0.00561034,0.00268288,0.016921362,0.073061854,0.001020797,0.001321923,0.012294312,0.012482781,0.005966004,0.001931346,0.019317573,0.026199691,0.001272422,0.000516685,0.003516599,0.030340228,0.275842398,0.001199527,0.008588554,0.000445862,0.000437721,0.004602892,0.001469415,0.001342595,0.009786707,0.000415484,0.003778975,0.000662252,0.00128158,0.000227647,0.00025681
673,"Okay, what about trouble concentrating.",0,0,0,0,0.273357302,0.034842517,0.143618107,0.01818081,0.029594157,0.051412068,0.018769041,0.012543693,0.010451521,0.041468978,0.00515829,0.013663283,0.007983455,0.024989758,0.003700452,0.028370649,0.018268177,0.014168772,0.011952347,0.04294537,0.016204018,0.014782448,0.102106966,0.025217557,0.008711604,0.003371079,0.00102012,0.002248802,0.002543609,0.00181027,0.000246438,0.001748237,0.001636002,0.002689966,0.001140134,0.003461219,0.000886115,0.000263659,0.003787246,0.000272552,0.000413172
674,Not at all.,0,0,0,0,0.253046334,0.003078578,0.165955007,0.011555497,0.014934825,0.009298913,0.009036199,0.003759817,0.003231627,0.001307952,0.00561034,0.00268288,0.016921362,0.073061854,0.001020797,0.001321923,0.012294312,0.012482781,0.005966004,0.001931346,0.019317573,0.026199691,0.001272422,0.000516685,0.003516599,0.030340228,0.275842398,0.001199527,0.008588554,0.000445862,0.000437721,0.004602892,0.001469415,0.001342595,0.009786707,0.000415484,0.003778975,0.000662252,0.00128158,0.000227647,0.00025681
675,Several days more than half the days nearly every day.,0,0,0,0,0.983966649,3.78E-05,0.014191289,5.72E-05,0.000172149,4.63E-05,4.52E-05,2.37E-05,0.000467276,3.01E-06,6.30E-07,7.01E-06,7.11E-05,0.000179761,1.74E-06,5.72E-05,0.000136836,1.40E-05,0.000374583,4.97E-06,2.36E-05,4.84E-05,1.18E-06,4.34E-06,7.25E-06,6.60E-06,2.38E-05,1.03E-06,1.03E-05,2.29E-06,1.21E-07,3.95E-06,2.84E-06,8.58E-07,1.25E-06,8.87E-07,3.21E-07,5.03E-07,1.34E-06,3.28E-07,1.71E-07
676,"
What about Brazil are speaking so slowly that other people could have noticed, or the opposite being so fidgety.",0,0,0,0,0.173495814,0.000515437,0.714865088,0.001074242,0.000981393,0.003570496,0.008489634,0.000742694,0.004051466,0.024778433,0.000119616,0.000800755,0.000580512,0.001445475,0.001319692,0.000728127,0.005963615,0.000415703,0.001966701,0.001288446,0.000628135,0.000629341,0.037992898,0.00841161,0.001943998,0.000382355,0.000137808,0.000105278,0.00046896,0.000169832,2.91E-05,0.000465061,0.000366822,9.18E-05,9.65E-05,0.000409095,4.12E-05,8.50E-06,0.000392541,9.32E-06,2.65E-05
677,"Do you feel that way, not at all.",0,0,0,0,0.009560587,0.000402841,0.004873649,0.001724439,0.000897992,0.000395845,0.93922478,0.000371847,0.000665864,0.000384983,0.00030796,0.000270714,0.000182774,0.006118468,0.005621942,0.005325804,0.005357332,0.001286181,0.000828463,0.001684085,0.002479448,0.00124634,0.001163278,0.004924547,0.000153871,0.000755267,0.000314831,0.000236423,0.000327942,0.000109825,0.00104538,0.00033414,0.000207858,0.000233117,0.000212332,9.46E-05,0.00012438,0.000283795,9.49E-05,2.22E-05,0.000148903
678,"Several days more than half the days nearly
every day.",0,0,0,0,0.983966649,3.78E-05,0.014191289,5.72E-05,0.000172149,4.63E-05,4.52E-05,2.37E-05,0.000467276,3.01E-06,6.30E-07,7.01E-06,7.11E-05,0.000179761,1.74E-06,5.72E-05,0.000136836,1.40E-05,0.000374583,4.97E-06,2.36E-05,4.84E-05,1.18E-06,4.34E-06,7.25E-06,6.60E-06,2.38E-05,1.03E-06,1.03E-05,2.29E-06,1.21E-07,3.95E-06,2.84E-06,8.58E-07,1.25E-06,8.87E-07,3.21E-07,5.03E-07,1.34E-06,3.28E-07,1.71E-07
679,"
Thoughts about hurting yourself about hurting yourself in some way or thoughts that you would be better off dead.",0,0,0,0,0.074333049,0.001219782,0.904722035,0.000748284,0.002497298,0.003095871,0.004399853,0.000892148,0.000708113,0.000268105,1.29E-05,0.000238761,7.91E-05,0.000239835,0.000140374,0.000457572,0.000538535,6.89E-05,0.000421747,0.000521562,9.84E-05,9.73E-05,0.003529146,0.000241395,0.000297504,2.49E-05,6.78E-06,5.71E-06,3.66E-05,6.98E-06,3.74E-07,7.49E-06,6.60E-06,8.92E-06,1.30E-05,3.33E-06,1.13E-06,3.71E-07,8.99E-06,3.26E-07,9.69E-07
680,"
Not at all.",0,0,0,0,0.253046334,0.003078578,0.165955007,0.011555497,0.014934825,0.009298913,0.009036199,0.003759817,0.003231627,0.001307952,0.00561034,0.00268288,0.016921362,0.073061854,0.001020797,0.001321923,0.012294312,0.012482781,0.005966004,0.001931346,0.019317573,0.026199691,0.001272422,0.000516685,0.003516599,0.030340228,0.275842398,0.001199527,0.008588554,0.000445862,0.000437721,0.004602892,0.001469415,0.001342595,0.009786707,0.000415484,0.003778975,0.000662252,0.00128158,0.000227647,0.00025681
681,"
So, we still have, we have not made a lot of progress with your depression Marie.",0,0,0,0,0.972556829,1.35E-05,0.025767716,7.45E-05,8.09E-05,5.11E-05,0.00066036,8.95E-06,0.000112316,1.07E-05,7.96E-07,5.66E-06,8.44E-06,0.000259548,1.92E-06,7.50E-05,0.000163664,2.20E-05,3.48E-05,2.38E-05,2.19E-05,8.08E-06,2.10E-06,8.37E-06,4.21E-06,3.82E-06,7.22E-06,6.36E-07,2.39E-06,1.24E-06,1.32E-07,4.37E-06,1.18E-06,1.08E-06,1.14E-07,2.68E-07,1.09E-07,4.22E-08,2.08E-07,3.45E-08,3.17E-08
682,"
I do want to make sure that you're taking your medication every day.",0,0,0,0,0.741744995,7.72E-05,0.214031175,0.000122817,0.006512905,0.001487691,0.001428892,8.17E-05,0.000607719,3.26E-05,6.04E-05,5.81E-05,0.00067498,0.002349578,1.33E-05,0.018567948,0.009044921,0.00041252,0.00045852,0.000855695,0.000448638,9.47E-05,1.49E-05,0.000204639,5.21E-05,0.000125093,6.27E-05,1.04E-05,7.42E-05,1.44E-05,7.93E-06,5.90E-05,7.06E-05,5.17E-05,1.92E-05,6.85E-06,7.59E-06,2.13E-06,4.36E-05,2.33E-06,3.50E-06
683,"Yes, okay.",0,0,0,0,0.023257416,0.02195286,0.014499795,0.023086453,0.018760441,0.019691519,0.014288585,0.017821005,0.024131775,0.018770013,0.023994541,0.019390756,0.024446687,0.021679096,0.018490799,0.024282737,0.021715943,0.029862715,0.022794971,0.019167829,0.033947226,0.039310046,0.015122966,0.019688945,0.022263728,0.031546675,0.030659322,0.027602484,0.024484877,0.027682425,0.034073312,0.024333226,0.033435047,0.022902615,0.029717712,0.028145701,0.034927797,0.026399711,0.022588193,0.023586392,0.025495736
684,My recommendation is.,0,0,0,0,0.801439106,0.005816994,0.04026714,0.004837822,0.001195818,0.030293252,0.009748811,0.000657378,0.010839591,0.00021671,4.42E-05,0.001465615,0.000881838,0.076918818,0.000188812,0.001013078,0.000361599,0.004280866,0.001704953,0.00058004,0.000602689,0.002394149,0.000293493,0.000175784,0.001520091,0.00012845,0.000653007,5.27E-05,0.000277561,0.000237188,5.55E-06,0.000202919,8.31E-05,0.000174081,7.41E-05,4.73E-05,3.71E-05,3.09E-05,0.00022672,1.60E-05,1.48E-05
685,In addition to the counseling.,0,0,0,0,0.609911203,0.00071463,0.269623756,0.01236661,0.000870639,0.000572121,0.004243087,8.24E-05,0.000714751,0.001206506,9.20E-05,0.000177236,0.004019128,0.021694984,0.000134931,0.001395811,0.021298718,0.0007244,0.00264311,0.001953565,0.032505274,0.006796916,0.000185264,0.001306335,0.00031087,0.000350759,0.000854622,0.0001961,0.000274432,4.65E-05,0.000467116,0.000353858,0.00037735,0.000156151,0.000337703,0.000166275,0.000169297,6.93E-05,0.000586706,1.94E-05,3.01E-05
686,I do think that we need to add on another medication I know I feel terrible and that I feel like ever since I've met you.,0,0,0,0,0.780505598,5.15E-05,0.200595424,9.26E-05,0.000566088,0.000112188,0.009468163,0.000204022,0.004249901,2.70E-05,1.06E-05,6.50E-05,0.000188761,0.000388303,1.25E-05,0.001504843,0.000176272,0.00013228,0.000268159,0.000201015,2.15E-06,1.48E-05,7.99E-05,4.96E-05,0.000420539,6.18E-05,0.000207851,1.22E-06,0.000170437,2.55E-05,6.44E-07,0.000101549,6.40E-06,1.48E-05,3.08E-06,1.14E-06,3.64E-07,1.24E-06,1.13E-05,7.09E-07,4.58E-06
687,You know I've made adjustments and added to your medications.,0,0,0,0,0.467432588,0.000154679,0.525122285,0.001128498,0.000606092,0.000288716,0.00078296,1.62E-05,0.000407109,2.28E-05,6.31E-06,1.50E-05,0.000135288,0.00115322,1.73E-05,0.001114324,0.000592077,0.000100991,4.37E-05,0.000143332,0.00035717,7.19E-05,5.15E-06,0.00014548,4.36E-05,2.33E-05,1.26E-05,4.26E-06,1.14E-05,9.24E-07,7.28E-07,1.40E-05,7.46E-06,7.34E-06,3.45E-06,5.43E-07,3.53E-06,4.21E-07,2.82E-06,1.41E-07,3.12E-07
688,"My concern, though, is that your depression is not clearly is you know this your depression is not well controlled.",0,0,0,0,0.943872571,2.32E-05,0.051477551,9.65E-05,0.000347574,0.000793266,0.001426458,2.34E-05,0.000158094,4.29E-05,3.28E-06,8.58E-06,4.46E-05,0.000195033,5.31E-06,0.000714621,0.000485264,4.14E-05,7.19E-05,2.55E-05,1.05E-05,1.34E-05,5.07E-06,2.03E-05,1.45E-05,9.73E-06,1.20E-05,1.90E-06,1.19E-05,1.72E-05,4.13E-07,1.74E-05,2.28E-06,2.50E-06,5.87E-07,1.35E-06,3.01E-07,1.58E-07,6.00E-07,3.42E-07,5.36E-07
689,"Your score comes back with severe depression, you are doing counseling.",0,0,0,0,0.094333336,0.0002745,0.898371935,0.000416572,0.001524115,0.00039447,0.000646025,7.11E-05,0.000566055,2.10E-05,4.36E-06,1.68E-05,4.16E-05,0.000364747,5.75E-06,0.000400504,0.001491029,7.28E-05,4.09E-05,0.000348302,0.000377483,8.08E-05,9.69E-06,6.19E-05,1.18E-05,1.23E-05,2.83E-06,5.67E-06,3.56E-06,5.07E-07,9.58E-08,1.18E-05,5.91E-06,3.00E-06,4.15E-06,9.93E-08,7.03E-07,2.00E-07,1.13E-06,5.37E-08,2.98E-07
690,"And despite being on the right medications, you're still, you have what we call resistant depression, we would actually use another medication.",0,0,0,0,0.716316164,0.000173592,0.276643187,0.000605864,0.003387292,0.000228419,0.000215229,4.38E-05,0.000110313,1.21E-05,3.35E-06,1.50E-05,0.000100389,0.000297719,5.38E-06,0.000103234,0.00056041,4.10E-05,0.000730195,2.02E-05,0.000160309,6.22E-05,3.61E-06,2.41E-05,2.31E-05,1.72E-05,3.95E-05,7.88E-06,1.37E-05,7.63E-07,2.33E-06,6.35E-06,8.02E-06,3.46E-06,3.30E-06,4.23E-06,2.23E-06,1.73E-06,2.65E-06,1.49E-07,1.29E-07
691,In addition to the Cymbalta to help with your depression.,0,0,0,0,0.453873277,0.000131095,0.459230602,0.002316015,0.000336588,0.00024318,0.001817015,4.42E-05,0.000915716,0.000371525,6.00E-05,0.000101447,0.001137112,0.018635929,4.73E-05,0.005173634,0.028272362,0.000498513,0.000478229,0.002863182,0.019997923,0.000862891,0.000119859,0.000730725,0.00016362,0.000170081,0.000199626,4.47E-05,5.34E-05,1.69E-05,9.23E-05,9.89E-05,0.000363043,0.000143655,0.000126619,2.20E-05,5.67E-05,1.03E-05,0.000163549,3.96E-06,1.23E-05
692,What do you think about that.,0,0,0,0,0.002771626,0.000917979,0.002901741,0.000971761,0.000592397,0.002010085,0.010075948,0.001077432,0.000712708,0.052866492,0.004565445,0.000830015,0.000338495,0.000942958,0.017082086,0.001978847,0.000712392,0.001955481,0.002563442,0.006299856,0.000429411,0.001872963,0.847781122,0.010003679,0.003802091,0.002494928,0.000507202,0.003581572,0.001355628,0.001177608,0.000463403,0.001179367,0.002419317,0.00021266,0.000938757,0.002689022,0.000224867,0.000182318,0.0058584,0.000344802,0.000313747
693,You will be open to taking another medication at nighttime.,0,0,0,0,0.364338279,0.000282646,0.418506563,0.000335919,0.004619628,0.001929368,0.003132317,6.37E-05,0.002343566,9.10E-05,2.63E-05,7.15E-05,0.00033478,0.006726143,1.46E-05,0.024358178,0.162314326,0.000517662,0.000311288,0.004411237,0.003714596,0.000888981,2.39E-05,0.000187152,4.61E-05,6.60E-05,3.54E-05,8.81E-06,3.56E-05,1.06E-05,1.33E-05,6.91E-05,8.50E-05,3.16E-05,2.54E-05,2.29E-06,9.17E-06,2.26E-06,8.88E-06,6.39E-07,6.28E-06
694,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
695,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
696,"Now, as with everything I want to tell you and you know this we have this kind of relationship.",0,0,0,0,0.473459244,0.000492237,0.502774715,0.000917684,0.001921635,0.000564701,0.003223961,0.00031746,0.002796019,6.58E-05,9.57E-06,0.000175976,0.000243744,0.001028473,1.94E-05,0.003562278,0.000553735,0.000626661,0.000118018,0.005235965,0.000771361,0.000151597,2.65E-05,0.000250029,0.000272925,2.40E-05,2.39E-05,3.52E-06,2.31E-05,2.28E-06,5.33E-07,2.21E-05,3.45E-05,0.000257146,4.51E-06,2.18E-06,4.78E-06,2.34E-07,1.66E-05,2.13E-07,7.20E-07
697,If you have any side effects.,0,0,0,0,0.332486212,0.000299277,0.361975491,0.00393321,0.002439605,0.002062779,0.200706646,0.000183683,0.001996394,0.000661152,0.000167838,0.000224834,0.000865759,0.017189169,0.000188966,0.020787677,0.027641939,0.003506065,0.000530657,0.004046791,0.010309125,0.002058638,0.000175199,0.000766408,0.00026755,0.000430686,0.000597042,9.84E-05,0.00020027,6.75E-05,0.001533366,0.000350392,0.000279113,0.000315229,0.000249199,5.30E-05,0.000140077,5.31E-05,8.22E-05,1.38E-05,6.57E-05
698,If you have any concerns that you do need to make sure you let me know so we can talk about it.,0,0,0,0,0.23253046,6.35E-05,0.695723951,0.000199158,0.000458613,0.000605216,0.021889623,8.24E-05,0.001300042,2.62E-05,2.17E-05,0.000130224,0.000837378,0.002274985,7.22E-05,0.005775207,0.001720737,0.003407804,6.00E-05,0.028065661,0.001617201,5.91E-05,9.25E-05,0.001320664,0.000536572,6.28E-05,2.65E-05,1.42E-05,8.83E-05,3.36E-06,1.08E-05,5.81E-05,0.000115712,0.000677834,2.70E-05,5.38E-06,1.94E-05,2.27E-06,1.05E-05,2.85E-06,3.89E-06
699,"You know, for this medication.",0,0,0,0,0.380536169,0.006855452,0.276409239,0.010778015,0.015345781,0.013342273,0.025741354,0.000542369,0.015721554,0.001529685,0.000754571,0.002031056,0.003272811,0.054808803,0.001362383,0.074979939,0.038468886,0.012039931,0.003200106,0.023642497,0.01495576,0.006265388,0.000756236,0.003972406,0.001814386,0.001967501,0.000958589,0.000459548,0.00076914,0.000192752,0.00029531,0.001242859,0.00113882,0.000993048,0.000923185,0.000164621,0.000855776,0.000199756,0.00039,7.23E-05,0.000249778
700,I do not expect that you're going to have any side effects or any problems but I want you to know that I want you to have an open conversation with me about it.,0,0,0,0,0.231523573,8.48E-05,0.724723399,0.0001596,0.001833964,0.000927844,0.01248085,0.000238196,0.004217329,0.000100282,0.000135611,6.45E-05,0.000970887,0.00130883,6.00E-05,0.010972419,0.002425944,0.000977204,0.000241088,0.002258976,0.00013272,9.58E-05,0.00013171,0.001562948,0.0001951,0.000508969,0.000198021,3.27E-05,0.000673052,3.05E-05,4.71E-05,0.000243164,0.000176455,9.22E-05,6.26E-05,8.13E-06,8.19E-06,6.88E-06,6.65E-05,1.03E-05,1.16E-05
701,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
702,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
703,"
Let's see.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
